District,Latitude,Longitude,SubRetailer Draw ID
Günel-Liman Market Lənkəran,38.8539426,48.8134202,11604.1654
Bərəkət Market Masallı,39.0452941,48.8123317,11604.0674
Ziya Market Xaçmaz,41.4531904,48.8097093,11604.1267
Nihad Market Lənkəran Liman,38.8738247,48.8096508,11604.1724
Elnur Əliyev Turab,38.7002064,48.8074428,11604.769
Fuad Əkbərov Musaqət,38.8778261,48.8069127,11604.7706
Xəzər Lənkəran Şərab evi Lənkəran,38.8782801,48.8067049,11604.1417
Rəşad Həmidov Həmid,41.466279,48.804176,11604.8635
Zahid Məmmədəliyev Ramiz,41.4663855,48.8040149,11604.8543
Fikrət Niftiyev Nifti,38.8880317,48.80367,11604.8505
Məhəmməd İzzətli İzzət,38.8866468,48.8027178,11604.7788
Vəsilə Həsənova Xalidşah,41.4567563,48.8025756,11604.8542
Zaur Qəhramanov Nizamədin,41.4565978,48.8024401,11604.8544
Kərim Sadıqov Elçin,41.4608425,48.7980965,11604.8257
Karusel Market Xaçmaz,41.4629772,48.7948961,11604.0435
Cəfər Xıdırov İsa,41.4546578,48.7914775,11604.8539
Fortuna Trade MMC,41.4546578,48.7914775,27086
Təhran Tahirov Hakimşah,41.4549489,48.7912577,11604.8636
Elnur Nurməmmədov Çingiz,41.4533977,48.7906192,11604.854
Eynulla Səfərəliyev Bəhram,41.4531924,48.7896823,11604.8541
Telman Market Masallı,39.042153,48.7795381,11604.1297
Şaban Mirzəyev Oğlan,38.795355,48.7772787,11604.7881
Rüstəm Market Sabirabad,39.9955085,48.7682568,11604.0505
Varid Market Lənkəran,38.7168849,48.7650626,11604.2127
Uğur Market Müzəffəroba kənd Xaçmaz,41.5003458,48.7642835,11604.2393
Sərvər Market Lənkəran,38.76334,48.762796,11604.1181
Boladi Şərab evi Lənkəran,38.8899275,48.7608809,11604.169
Elnur Market Sabirabad,39.9290362,48.7537927,11604.0559
Səbuhi Market Sabirabad,39.9966108,48.7454191,11604.0549
"	Vəfalı Market Şamaxı",40.432285,48.7392117,11604.4879
Yusif Şağlaser Market Lənkəran,38.8646501,48.7355747,11604.1312
Ailə Market Masallı,38.9926855,48.72769,11604.0729
Ozal Market Quba,41.3468533,48.7254521,11604.0476
Kamran Məmmədov Hacı,41.571866,48.722911,11604.8123
Müşfiq Market Lənkəran,38.870996,48.7207843,11604.0738
Özcan Market Lənkəran,38.8808176,48.7186203,11604.2046
Laçın Market Talışkənd Hacıqabul,40.0500658,48.7148354,11604.2405
Sədaqət Şükürov Əlisultan,38.92194,48.7062733,11604.8328
Super Market Xaçmaz,41.4039247,48.7057347,11604.2239
042 Market Lənkəran,38.7274803,48.7046089,11604.1677
Emin Market Lənkəran Osaküçə,38.8133402,48.7030609,11604.1721
Mais Qardaşov Ələkbər,38.9417202,48.6952609,11604.8017
Murtuz Market Nabran,41.7634913,48.6943119,11604.2194
İlham Market Masallı,38.9078287,48.6904815,11604.2202
Azər Quliyev Rafail,41.6229705,48.6862716,11604.7988
Vüsal Kafe Amsarqışlaq kəndi Quba,41.38111,48.682454,11604.1761
Hikmət Market Masallı,39.1264307,48.6700535,11604.0744
Ramil Market Masallı,38.8973669,48.6694033,11604.0624
Tamerlan Ağayev Sənan,39.0236039,48.6689171,11604.8326
Rusif Babaşlı Feyruz,39.0241047,48.6685968,11604.8325
Nazxanım Qasımova Balaəli,39.0252211,48.6680447,11604.8323
İlkin Bağıyev Əzizağa,39.024437,48.6679095,11604.859
Fortuna Trade MMC,39.024437,48.6679095,27038
Ziba Kiosk Masallı,39.0111427,48.6511795,11604.2528
Uğur Heydarov Musa,40.6263012,48.6471993,11604.7929
Şimal Market Quba,41.3542515,48.6467204,11604.0555
Zəfər 44 Market Quba,41.3969532,48.6435059,11604.466
Anar Market Şamaxı,40.6390126,48.6431954,11604.0698
Vegas Market Şamaxı,40.6423217,48.6427974,11604.4642
Rəsul Dadaşov Seyidağa,40.6410313,48.6373056,11604.7867
Mini Market Şamaxı,40.6102025,48.6369911,11604.1517
Mirpaşa Market Şamaxı,40.6096744,48.6361374,11604.1532
Şamaxı Restoran Şamaxı,40.6346561,48.6151839,11604.163
Qoşqar Market Biləsuvar Xırmandalı,39.448285,48.6148795,11604.1482
Sənan Market Sabirabad,39.9633733,48.6111451,11604.0469
Fuad Əhədov Ziyadxan,39.0804752,48.603011,11604.7705
Əli Market Bağırlı kənd Ağsu,40.4567604,48.5990701,11604.2621
Fortuna Trade MMC,39.1163368,48.5951919,27076
Hikmət Əzizov Tahir,39.1159083,48.59505,11604.7714
Seymur Dadaşov Sabir,39.1164604,48.5949925,11604.7911
İbrahim Əhədov Rasim,39.1208446,48.5907949,11604.8262
Malik Market Cəlilabad,39.2868348,48.5799899,11604.2231
Fikrət Market Cəlilabad,39.2855758,48.5687792,11604.2251
Balağa Market Sabirabad,40.1135741,48.557346,11604.2381
Yaşıl Yanacaq doldurma Mən Quba,41.3287806,48.553769,11604.2033
Port Market Vladimirovka kənd Quba,41.401194,48.5511263,11604.1976
Namiq Market Sabirabad Yeni Padar,40.2116937,48.5503198,11604.1598
Həsən Market Biləsuvar,39.4509232,48.5492769,11604.1486
Ruslan Market Sabirabad,40.2564167,48.5448666,11604.0888
Bəhruz Market Biləsuvar,39.4558977,48.5445624,11604.0497
Sizin Market Biləsuvar,39.4664517,48.5409619,11604.2174
PAK Market Şirinbəy kənd Saatlı,39.8835019,48.5408295,11604.4663
Turan 2 Market Biləsuvar,39.4494436,48.5346987,11604.1161
Ələddin Market Cəlilabad,39.3137723,48.5294385,11604.2232
Şəmsi Əkbərov Elxan,39.1315674,48.5290167,11604.7907
Rahib Əliyev Ağarza,41.3615107,48.5289092,11604.84
Elçin Bayramov Yasəf,41.3602135,48.5287875,11604.8304
Azər Rüstəmzadə Fikrət,41.3620463,48.5287812,11604.8403
Elvin Əliyev Elxan,41.3621566,48.5284251,11604.8398
Zəfər Əliyev Əliqulu,41.3605673,48.5270192,11604.8402
Telman Zeynalov Ənvər,41.3611651,48.5260873,11604.8401
Elşad Şahbazov Əhməd,41.36121,48.5255774,11604.8397
Əziz Bağırov Abduləli,41.3621443,48.5252467,11604.8399
Mübariz Market Sabirabad Surra,40.080473,48.5204205,11604.0651
Zəka Nağıyev Səyyad,39.2124041,48.513819,11604.7962
Məhəmməd Market Quba,41.3627691,48.5115108,11604.1967
Bulaqlı Market Sabirabad,39.9788494,48.5086851,11604.0529
Fortuna Trade MMC,39.21117,48.5061433,27078
Elşən Məhərrəmov Mənsur,41.3621941,48.5054885,11604.8464
Ağaxan Həsənov Mirzəxan,39.20922,48.4979918,11604.8178
Nicat Market Saatlı,39.9316957,48.4939729,11604.1633
Əzizağa Əsgərov Nazim,39.9386296,48.4917465,11604.8332
Mini market Mirəli Sabirabad,40.0098335,48.4831857,11604.2403
Fərid 2 Market Sabirabad,40.0207502,48.4776578,11604.0798
Əzizağa Market Sabirabad,39.9975607,48.4744755,11604.129
Bəxtiyar Orucov Malik,40.0057281,48.4708053,11604.8341
Tofiq Zeynalov Çapar,40.0021885,48.4703968,11604.8339
Lukoil Market Pərvin Sabirabad,39.9889453,48.4698526,11604.2361
Tural Abdullayev Bilal,40.0334583,48.468375,11604.834
Fərid Köşk Sabirabad,39.9901431,48.4638717,11604.0767
Rafiq Market Sabirabad,39.9901617,48.4638617,11604.2306
Məhərrəm Rüstəmov Məzahir,39.9899677,48.4630961,11604.8632
Əziz Market Sabirabad,39.9718967,48.4601267,11604.1478
Zaur Market Sabirabad Qalağayın,39.9770194,48.458423,11604.1479
Şirin Abdullayev Abdulla,41.4317405,48.4427139,11604.8538
Anar Qənbərov Salam,38.7736667,48.41487,11604.829
Zahid Store Market Ağsu,40.5575402,48.4042468,11604.16
Komsomol Market Ağsu,40.5669727,48.3993722,11604.1173
Xəlil Market Saatlı,39.9492636,48.3992035,11604.1862
İlham Bəşirov Sübhan,40.5783976,48.3953071,11604.7721
Asəf Babaşov Ağası,40.5809233,48.3952183,11604.8512
Samil Səfərov Durxan,40.5809867,48.3949788,11604.8182
Yaşar Hüseynov Tofiq,40.5791515,48.3948466,11604.866
Nicat Market Ağsu,40.5657356,48.3924505,11604.1474
Az-Granata Şərab evi Ağsu,40.5667974,48.3917406,11604.4533
Mirzaman Kamilov Mirhüseyn,40.5664645,48.3913314,11604.8116
Elsevər Market Saatlı,39.9385075,48.3880603,11604.1552
Elvin 3 Market Saatlı,39.9425614,48.3848637,11604.1678
VİP Market Ağsu,40.5740771,48.3843417,11604.0686
Bizim Market Ağsu Zaur,40.5744912,48.3836718,11604.4577
Fazil Həbibov Əlpaşa,39.93946,48.3778785,11604.86
Rövşən Dostaliyev Dostalı,39.93868361,48.37169981,11604.8333
Əli Cəfərov Qasım,39.9387993,48.3712429,11604.8293
Elşad Kərimli Şirin,39.9385711,48.3706318,11604.8598
Tahir İbadov Mahir,39.938137,48.3635755,11604.8603
Emin Həşimov Əfqan,39.9374152,48.3626962,11604.8599
Oktay Market Saatlı,39.9346746,48.3598629,11604.1353
Kamran Market Ağsu,40.5845808,48.3571817,11604.0882
Mirrəsul Süleymanzadə Baxşeyiş,39.9199692,48.3529229,11604.8602
Adil Market İsmayıllı,40.7858073,48.3138491,11604.044
Əkrəm Turabov Turabxan,39.5447533,48.31328,11604.8522
Ariz Market Saatlı,39.8760029,48.278758,11604.142
Elşən Əməşov Ehtimat,38.9091733,48.2578367,11604.8324
Alim Market Gəraybəyli kənd Ağsu,40.6273559,48.2111746,11604.2268
Ərkan Market İsmayıllı,40.7837194,48.1687004,11604.2265
Fərid Market İsmayıllı,40.7941244,48.1685049,11604.0459
Günəşli Market İsmayıllı,40.7853559,48.1680693,11604.2983
Bizim Market İsmayıllı,40.7930671,48.1665248,11604.1625
Super Market 2 İsmayıllı,40.7907294,48.1630592,11604.2271
Şəmsəddin Seyidzadə Elxan,40.3468439,48.1583664,11604.8629
Samir Quliyev Yaqub,40.341484,48.1568547,11604.8668
Ramin Rzayev Hüseyn,40.3413194,48.156066,11604.835
Rəfail Sadıqov Əlismayıl,40.3413149,48.1560473,11604.8627
Nihat Market İsmayıllı,40.7816216,48.1559929,11604.0842
Nicat Xalıqov Ələsgər,40.3410353,48.1557827,11604.8626
Asif Market İsmayıllı,40.7898126,48.1540757,11604.0461
Ruzi 2 Market İsmayıllı,40.7913992,48.1539766,11604.1341
Fortuna Trade MMC,40.3384764,48.1535863,27055
Rasim Kərimov Qabil,40.3384764,48.1535863,11604.8625
Fortuna Trade MMC,40.7915902,48.1530285,27067
Nəvai Allahverdiyev Məzahim,40.7907819,48.1524229,11604.8314
Paşa Market İsmayıllı,40.7921001,48.1522879,11604.0708
Turab Əliyev Məhərrəm,40.3361618,48.1517467,11604.8631
Saday Nəsirov Qaroğlan,40.3350201,48.1517386,11604.8628
Seymur Əliyev Həmid,40.3327205,48.1506802,11604.863
Fərman Mustafayev Ağasəməd,40.78843429,48.14791922,11604.8042
Bolluq Market İsmayıllı,40.7852663,48.1474578,11604.0569
SPAR Market İsmayıllı,40.7868072,48.1460937,11604.0447
Şirvan Market İsmayıllı,40.7821322,48.1424832,11604.0472
Quşencə Market İsmayıllı,40.7783162,48.137461,11604.0499
Dostluq Market İmişli,39.8896971,48.1274366,11604.0588
Bərəkət Market Quşencə kənd İsmayıl,40.7367367,48.1157967,11604.2781
Məhəmməd Market İmişli,39.8765256,48.0782545,11604.0786
Kəndimiz Market Topçu kənd İsmayıllı,40.8762784,48.0652048,11604.2402
İlham Pənahov Tofiq,39.8563282,48.0644316,11604.8535
Mirsənan Kərimov İlqar,39.869875,48.0625667,11604.8523
Müqabil Əliyev Valeh,39.8691141,48.0620125,11604.8524
Elməddin Quliyev Vilayət,39.8699995,48.0615268,11604.8534
"	Elnur Məmmədov İsmayıl",39.8683373,48.0614126,11604.8728
Fortuna Trade MMC,39.8681633,48.0596133,27085
Duman Məstəliyev Valeh,39.7064494,48.05434,11604.8521
Rəmzi Market İmişli,39.8681138,48.0500582,11604.1409
Elvin 2 Market İmişli,39.7753572,48.0373019,11604.1124
Dəyanət Market İmişli,39.7714596,48.0356255,11604.1407
Mini Market İsmayıllı,40.7480371,48.0310921,11604.145
Yaşıl Market Qaraməryəm Göyçay,40.6154107,48.0139712,11604.185
Teyyub Market İsmayıllı,40.6144319,48.0125585,11604.0512
Nihat Market İmişli,39.736114,48.0117916,11604.1354
Aran Market Ağsu Qaraməryəm,40.6143034,48.0092925,11604.057
Taleh Market Şahverdili İmişli,39.7971074,47.9918673,11604.2959
Diskont Market İmişli,39.7928886,47.985876,11604.0788
Fəqan Market İncə Göyçay,40.5610738,47.9759034,11604.15
Çehun Hüseynov Əli,39.7351989,47.9524524,11604.8533
Elşən Məmmədov Kamil,40.9795495,47.8493177,11604.8526
Cavid İsayev Fəxrəddin,40.9795567,47.8492739,11604.8349
Fortuna Trade MMC,40.9797642,47.8483308,27082
Səfa Mirzəyev Kəramət,40.979758,47.8480814,11604.8662
Adəm Allahverdiyev Əvəz,40.9798616,47.8477687,11604.8661
Elşad Bayramov Əlisurət,40.9798067,47.8475995,11604.7693
Soltan Market Lekciplaq kənd Göyçay,40.5699934,47.8233616,11604.1873
Azər Əzizov Novruz,40.9188503,47.8010627,11604.8158
Asif Market Yuxarı Çəmənli Beylə,39.6711754,47.7938833,11604.2338
Cəyirli Market Göyçay,40.6022093,47.7635593,11604.1871
Qardaşlar Market Beyləqan,39.7670982,47.7596958,11604.062
Elnur Market Beyləqan,39.7754919,47.7562034,11604.1235
Aydın Şəfiyev Həmdulla,40.6395749,47.7472953,11604.7646
Qızıl Dükanı Göyçay,40.6451939,47.7437098,11604.2661
Fortuna Trade MMC,40.6503573,47.7414058,27060
Mübariz Behbudov Ağamahmud,40.6501589,47.7400139,11604.8611
Ağa Market Alpı kəndi Ucar,40.4938801,47.736631,11604.2701
Sərvər Market Potu kənd Göyçay,40.6168941,47.7335616,11604.2414
Rəyal Əzimov Fizuli,40.9303859,47.7330723,11604.8175
Hünər Market Göyçay,40.6498728,47.7262049,11604.2065
Əla Market Beyləqan,39.730299,47.7235013,11604.4465
Elçin İsmayılov Məcid,40.2158783,47.7150633,11604.8548
Çingiz Fərzəliyev Fərzalı,40.2138882,47.711636,11604.8302
Bolluq Market Hüngütlü kənd Göyçay,40.6019172,47.709116,11604.2106
Pərviz Manafov Həsən,40.2257883,47.70849,11604.855
Zaur İsayev Qeydar,40.2292226,47.7082175,11604.8551
Luks Market Ərəbcəbirli kənd Göyçay,40.6502032,47.7073963,11604.2269
Fortuna Trade MMC,40.2122505,47.7033123,27059
Azər Sarıyev Calal,40.2122028,47.7032015,11604.8345
Tuncay Market Beyləqan,39.633651,47.6847004,11604.2696
Qazyan Market Qazyan kənd Ucar,40.420594,47.6720466,11604.2624
Ceyhun Şıxıyev Əlimusa,40.5060322,47.6588113,11604.8301
Elvin İbrahimov Heydar,39.6122463,47.6580397,11604.8335
Sevinc Market Beyləqan,39.6910107,47.6570704,11604.0603
Elçin Aslanov İbad,39.7729904,47.6211502,11604.8021
Pənah Hümbətov Marks,39.7697957,47.6195422,11604.8348
Murad Market Xaçmaz kənd Oğuz,41.041631,47.605976,11604.269
Əla Market 2 Beyləqan,39.7685954,47.6037658,11604.0861
Elçin Market Kükəl kənd Ağdaş,40.6711677,47.5739634,11604.2668
Murad Market Qaradağlı  Ucar,40.495545,47.5701098,11604.2984
Fortuna Trade MMC,39.5581247,47.5637956,27064
Təbib Yaqubov Əhliman,39.5581247,47.5637956,11604.8105
Nadir Mirzəyev Murad,39.5577611,47.5634193,11604.8336
Amin Məmmədov Azim,39.5578782,47.5626926,11604.8612
Emil Market Şəmsabad Ağdaş,40.6346629,47.5596003,11604.2462
Bəxtiyar Mikayılov Qəşəm,40.1682543,47.5595646,11604.8549
Vüqar Market Beyləqan,39.8445179,47.5342452,11604.061
Çinar Market Qəsil kənd Ağdaş,40.6423881,47.5187075,11604.2952
İstiqlal Market Ağdaş,40.6572013,47.4995714,11604.2594
Nizami Market Ağdaş,40.6468489,47.4987556,11604.2446
Cəfəroğlu Market Beyləqan,39.8881842,47.4957366,11604.0638
Vip Hədiyyələr Cümşüd Ağdaş,40.6484065,47.4900868,11604.2563
Röyal Məmmədov Rayəddin,40.6444274,47.4742686,11604.8643
Zakir Market Ağdaş,40.645681,47.4726205,11604.261
Vasif Lətifov İlqar,40.6420387,47.4714116,11604.7975
Fortuna Trade MMC,40.6420929,47.4712806,27041
Etibar Market Oğuz,41.068497,47.4618447,11604.4434
Samir Əliyev Mirhacı,40.0513322,47.4602538,11604.8373
Qoşqar Bayramov Məhəmməd,40.0524532,47.4588914,11604.7836
Rövşən İbrahimov Məmmədəli,40.0448546,47.4561672,11604.7871
Taleh Nuriyev Xankişi,40.0492642,47.4548137,11604.8104
Orxan Market Qoşaqovaq Ağdaş,40.7155166,47.4448274,11604.251
Ləki Telecom Ləki Ağdaş,40.5592923,47.4274697,11604.2477
Nar telecom Kamil Ləki Ağdaş,40.5469372,47.4229228,11604.2982
Orxan Əliyev Ədalət,40.0407075,47.417808,11604.7826
Ceyhun Hacıyev Xanbala,39.5672811,47.4042844,11604.8337
Yusif Market Qumlax kənd Ağdaş,40.6496769,47.3830782,11604.2581
Super Market Azər Ləmbərən Bərdə,40.2175117,47.310247,11604.2627
Araz Market Bərdə,40.3210001,47.279418,11604.1655
Bizim Market Mustafaağalı Bərdə,40.3254661,47.2710108,11604.2321
Pərviz Market Nəcəfqulubəyli Bərdə,40.4456754,47.2550533,11604.2335
Emin Market Şəki,41.1901846,47.2451108,11604.1726
İlkin Market Zəyzid kənd Şəki,41.1607623,47.2383443,11604.2227
32lər Market Bərdə,40.3864,47.2376186,11604.02
Zəyzid Market Orta Zəyzid kənd Şəki,41.1385902,47.2322176,11604.1933
Çayxana Vasif Yevlax,40.7334427,47.2276042,11604.2979
Azər Market Kolayır Bərdə,40.3724,47.222875,11604.0188
Xaldan Super market Yevlax,40.7106958,47.2186292,11604.2028
Sadıx İsmayılov Şahmar,40.0778197,47.198589,11604.7885
Almaz Market Şəki,41.2004061,47.1952177,11604.1771
Şamxal Market Bərdə,40.3370187,47.1823056,11604.187
Körpü Market Yevlax,40.6169467,47.1796533,11604.0256
Vətən Market Şəki,41.2102369,47.1781786,11604.1898
Ucuzluq Market Şəki,41.2095466,47.1744563,11604.1943
Eldar Paşayev Vahid,41.2009656,47.1676894,11604.8653
Qalib Fərəcov Əlieylan,41.2016993,47.1675172,11604.7832
Ənvər Mehdiyev Baxtiyar,41.201626,47.1662572,11604.8564
Zahir Tural Market Yevlax,40.6137928,47.1522822,11604.0255
Ramil Qocayev Mahir,40.616412,47.1500428,11604.7976
Xan Market Bərdə,40.3790965,47.1477345,11604.4857
Faiq Hüseynov Mehti,40.6147447,47.1477338,11604.7541
Kiosk Elcan Yevlax,40.6145481,47.1475669,11604.2258
Cavanşir Məmmədov Oqtay,40.6098238,47.1468966,11604.8315
Kiosk Əhməd Yevlax,40.609098,47.1466553,11604.4461
Elnur Ələkbərzadə Alim,40.6094266,47.1462537,11604.8555
Ramazan Dadaşzadə Rafail,40.5975381,47.1444316,11604.8503
Yolüstü Market Bərdə,40.3759681,47.1330259,11604.1067
Azər Market Bərdə,40.3681199,47.1293967,11604.1221
İsmayıl Səmədli Namiq,40.3629719,47.1287789,11604.8305
Yusif İsayev Məhəmməd,40.3705408,47.1268755,11604.8639
Zakir Məmmədov Umud,40.3718643,47.126647,11604.8367
Köşk Hüseyn Bərdə,40.3725718,47.1262944,11604.117
Qarabağ Market Murad Bərdə,40.3828021,47.1243828,11604.2481
İsmayıl Əzimov Mübariz,40.3841787,47.1243438,11604.8638
Rəşad İsayev Cəfər,40.385011,47.1242301,11604.8637
Novruz Niftiyev Sətdar,40.385011,47.1242301,11604.8034
Ruslan Məcidov Firdovsi,40.3845681,47.12391,11604.7877
Orxan Abduləzimov Fəxrəddin,40.3837822,47.1233976,11604.8198
Qadir Yusifov Adil,40.4110203,47.122157,11604.7831
Təyyar Market Baş Göynük Şəki,41.3283754,47.120734,11604.1866
Fərman Kərimov Şamxay,40.3746694,47.1178857,11604.8352
İlkin Kiosk Bərdə,40.3741215,47.1150922,11604.2533
Rövşən İmranov Əhməd,40.3743331,47.1148503,11604.8128
Arifə Bağırova Şiraslan,40.3737436,47.112883,11604.8732
Fərid Market Bərdə Qəhrəmanlı,40.4565808,47.0813798,11604.1338
Tərxan Əhmədov Qasım,40.7647873,47.0622843,11604.8649
İlkin Mirzəyev Alıyar,40.7666577,47.0574546,11604.8506
Fortuna Trade MMC,40.7677264,47.0572314,27075
Rufan Quluzadə Vaqif,40.7677264,47.0572314,11604.8292
Rəşad Əliyev Elşad,40.7672987,47.0560005,11604.8083
Xarı Bülbül Market Sarıcalı Ağdam,40.0889374,47.0483519,11604.2384
Qafqaz Market Mingəçevir,40.7715598,47.0474121,11604.2486
Sərxan Market Mingəçevir,40.7728692,47.014295,11604.0362
Sərxan Çay evi Mingəçevir,40.772843,47.0140478,11604.2775
Şamil Qurbanov Nazim,40.7698543,46.9961227,11604.7893
Bəşir Əsgərov Əsgər,40.7698439,46.9955724,11604.7653
Qasımov Semur Hümbət,40.3416532,46.9320858,11604.8194
Nəsir Məmmədli Rövşən,40.3405987,46.9319682,11604.8613
Əsgər Market Tərtər,40.3424663,46.9261137,11604.0379
Elşən Sultanov Aydın,41.419475,46.9177967,11604.8394
Payız 74 Market N 1 Qax,41.4203004,46.917535,11604.1902
Nizami Məmmədov Ziyad,41.4189409,46.9156634,11604.8395
Min Ləvazimat Market Qızılhacılı kənd Goranboy,40.5736428,46.850005,11604.2041
İdeal Market Qızılhacılı kənd Goranboy,40.5747244,46.8497424,11604.2167
Ceyhun Yusifov İftixar,40.575674,46.8480534,11604.8453
Hafiz Market Naftalan,40.5074873,46.8153563,11604.2034
TAC Market Goranboy,40.6112684,46.7949803,11604.1951
Roman Məmmədov Danyel,40.6072394,46.787757,11604.8003
Ülvi Hüseynzadə Zaur,40.6076311,46.787629,11604.8296
Zaman Abdullayev Afaydın,40.6071899,46.7876216,11604.7957
Gülüstan Market Goranboy,40.5991684,46.7816944,11604.1993
Bizim Market Tapqaraqoyunlu Goranboy,40.4377123,46.7712461,11604.2169
Şahmar Market Goranboy,40.545447,46.7685189,11604.204
Ozal Market Tapqaraqoyunlu Goranboy,40.4292141,46.7684675,11604.217
Nur Market Güllük kənd Qax,41.5018472,46.7629414,11604.208
Çinar Market Qaramusalı kənd Goranboy,40.7271545,46.7537124,11604.1878
Bəhram Market Zaqatala,41.5368427,46.7012662,11604.2012
Elman Market Kələk kənd Goranboy,40.728882,46.6835586,11604.1877
Çinar Market Zeyvə kənd Goranboy,40.4623993,46.6834033,11604.2158
Elşən Babayev Əli,40.6485794,46.6673059,11604.8514
Elvin Market Zeyvə kənd Goranboy,40.4553598,46.655143,11604.2159
Nüsrət Musazadə Elçin,41.6308532,46.6522141,11604.8393
Ramil Kosayev Hüseyn,41.6308532,46.6522141,11604.8375
Favorit Market Zaqatala,41.6088954,46.6505009,11604.1978
Əminət Qurbanova Qurban,41.6259805,46.6413704,11604.8563
Anar Musayev Əlixan,41.6263325,46.6411782,11604.8313
Çingiz Muradlı Sənan,41.6287793,46.6407667,11604.8392
Afərdə Muradova Yasin,41.6258688,46.6399814,11604.8374
Samir Mustafayev Yusif,41.6247262,46.6387436,11604.7901
Şərab Evi N1 Əliabad kənd Zaqatala,41.4884574,46.6226862,11604.2009
Əmrah Market Muzdular kənd Goranboy,40.7001534,46.6085718,11604.1891
Elçin Market,40.7000428,46.6085463,11604.2737
Azad Qəhrəmanov Burju,40.6983559,46.5665889,11604.8644
Laçın Market Ağca kənd Goranboy,40.413939,46.5629483,11604.2177
Tac Market Dəliməmmədli Goranboy,40.6889535,46.5611466,11604.1935
Karat studio Seyfəddin Laçın,39.6378764,46.5501692,11604.4586
İki Qardaş Market Qaradağlı kənd Goranboy,40.6584731,46.5479089,11604.1892
32 Market Samux,40.6954952,46.4746985,11604.0833
Cavid Market Samux,40.7526489,46.4364772,11604.2666
Dəniz Market Balakən,41.7060592,46.4253201,11604.2484
Cəfər Hüseynov Süleyman,41.7184015,46.4161642,11604.8663
Vüsal Əliyev Qədir,41.7186643,46.4160992,11604.8666
İntizar Qafarova İslam,41.7171384,46.4149241,11604.8664
Yaşar Osmanov Müzəffər,41.7171997,46.4149035,11604.8667
Mətanət Mirzəyeva Ənvər,41.7243585,46.4065912,11604.8665
Fortuna Trade MMC,40.7659179,46.4046184,27087
Ceyhun Market Gəncə,40.7203512,46.4002724,11604.0677
Tbilisi Market Balakən,41.7345718,46.3939181,11604.2435
Nicat Daşdəmirov Səhrəddin,40.686335,46.3871978,11604.8739
Fortuna Trade MMC,40.6881089,46.385873,27045
Kamil Murquzov Ceyhun,40.6964117,46.3818641,11604.8646
Bəhruz İrzaquliyev Bəhlul,40.6919079,46.3777276,11604.8126
Mətləb Ələkbərov Aydın,40.7114062,46.3776485,11604.8738
Həsən Market Gəncə,40.6871578,46.3753861,11604.4512
İbrahim Tağıyev Raqib,40.6793499,46.374871,11604.8645
Kiosk İsgəndər Gəncə,40.6867183,46.3739637,11604.258
Müşviq Abbasov Tofiq,40.6777354,46.3728673,11604.8516
Elşad Heydarov Aydın,40.6772562,46.372224,11604.83
Kiosk Tariel Gəncə,40.6761907,46.3715032,11604.1183
Kəpəz Market Gəncə,40.694097,46.3669376,11604.1666
Rasim Vəliyev Uğur,40.6983813,46.3666421,11604.8647
Xəyal Qəmərli Elsevər,40.7054199,46.3665862,11604.874
Bayram Meyvə-tərəvəz Gəncə,40.6851774,46.366272,11604.1344
Fikrət Babayev Ramiz,40.6863384,46.365357,11604.8295
Əliyev Elçin Qiyas,40.6806431,46.3647799,11604.8559
Kamal Babayev Mansur,40.6692708,46.3640597,11604.8545
Rafiq Əsgərov İmamverdi,40.6787005,46.3637688,11604.8517
Elman Yusubov Şahmar,40.6827656,46.362201,11604.8307
Rasim Cəbrayılov Baba,40.6815978,46.3616377,11604.8518
Nəsib Şirinzadə Ayaz,40.6752599,46.3603024,11604.8737
Səyavuş Məmmədov Məhərrəm,40.678172,46.35957,11604.8309
İntizam Məmmədov İbrahim,40.68195,46.35954,11604.8515
Samir Cabbarov Ənvər,40.6814225,46.3588109,11604.8519
Dostluq Kafe Gəncə,40.6990482,46.3544225,11604.0666
Sadıllı Kafe Elşən Gəncə,40.7024106,46.3542885,11604.298
Mobitec Telekom Gəncə,40.7180281,46.3538488,11604.1373
Ozan Market Gəncə,40.6740413,46.3512762,11604.1665
84 Market Gəncə,40.7038454,46.3494806,11604.0941
Rəvan Market Göygöl,40.5890478,46.3451405,11604.0841
Elşən Market Samux İstixana,40.7733172,46.3401967,11604.07
020 Şərab evi Gəncə,40.6717633,46.335625,11604.0982
Xan Market Göygöl,40.5435057,46.3356035,11604.4505
Elşən Market Göy Göl,40.5870831,46.3353996,11604.1125
Faikoğlu Market Gəncə,40.662232,46.3288081,11604.132
Kiosk Sakit Göygöl,40.5990379,46.3276481,11604.1011
Yaşıl Market Gəncə,40.6737875,46.326045,11604.1324
SPAR Market Samux,40.7881322,46.3225231,11604.1141
Kamil Baqişov Ramiz,40.5916389,46.3210155,11604.8546
Leyla Market Göygöl,40.5826299,46.3171316,11604.0945
Lalə Market Gəncə,40.6357916,46.3155025,11604.0716
Azər Market Gəncə,40.7164297,46.3149908,11604.0987
Çinar Market Göy Göl,40.717163,46.2978858,11604.1601
Hafis Həsənov Qəzənfər,40.7218986,46.2818212,11604.7711
Coşqun Market Göy Göl,40.6794804,46.2735468,11604.1612
İsmayl Market Göy Göl,40.6791239,46.2657673,11604.1624
Əli Market Könüllü kənd Şəmkir,40.7841003,46.2439588,11604.2729
